CC(C)c1nnc2ccc(-c3ocnc3-c3cc(F)cc(F)c3F)cn12,random
COc1ccccc1N1CCN(CCn2c(=O)[nH]c3scc(-c4cccc(C)c4)c3c2=O)CC1,random
Cn1c(=O)n(C)c2cc(N3CCCCC3)c(NC(=O)c3ccccc3)cc21,random
O=C(NO)c1ccc(CN2CCCc3ccccc32)cc1,active
CN1Cc2c(ccc3c2OCO3)-c2ccc3cc4c(cc3c21)OCO4,random
COc1cc(C(=O)c2cn(Cc3ccc(C=CC(=O)NO)cc3)c3ccccc23)cc(OC)c1OC,active
CC1CN(Cc2ccc(C=CC(=O)NO)cc2)CC1c1nc2c(cnn2C2CCOCC2)c(=O)[nH]1,active
O=C(Nc1ccc(Nc2nccc(NC3CCCC3)n2)cc1)NC1CCCCC1,random
COc1ccccc1C1=C(Nc2cccc(Cl)c2)C(=O)NC1=O,random
O=C(NO)c1ccc(CN2CCCCc3ccccc32)cc1,active
CC(OS(N)(=O)=O)C(C)OS(N)(=O)=O,random
NCC(C(=O)Nc1ccc2cnccc2c1)c1ccccc1,random
CNC(=O)c1cc(-n2ncc3cc(Nc4ccccc4Cl)c(F)cc32)cs1,random
NC1CN(c2cc(NC3CC3)ncn2)CC1c1ccccc1,random
O=C(CCCCCN1C(=O)c2cccc3cccc(c23)C1=O)NO,active
CCOc1cc(F)cc2c1nc(C)c1c(C)nc(-c3ccccc3C)n12,random
O=C(NCCc1ccccc1)c1cc(-c2ccc(Cl)cc2)n(-c2ccc(Cl)cc2)n1,random
Cc1nn(-c2ccccc2)c(C)c1CC(=O)NCc1c(Cl)cccc1Cl,random
O=C1NCCn2c(-c3ccc(CN4CCCCC4)cc3)nc3cncc1c32,random
CCCc1nc(C)c2c(=O)[nH]c(-c3cc(CC4CC(C(=O)NO)C4)ccc3OCC)nn12,active
COc1ccccc1N1CCN(CCOc2ccc3nc[nH]c3c2)CC1,random
Cc1ccc(OCCCCN(Cc2ccccc2)Cc2ccc(C=CC(=O)NO)o2)cc1,active
CC(O)(c1ccc(S(=O)(=O)c2ccc(NC(N)=O)cc2Cl)cc1)C(F)(F)F,random
O=C(CCCCCCNC(=O)c1ccc2c(c1)CCC(=O)N2)NO,active
NC(=O)C12CC3CC(C1)C(NC(=O)CNS(=O)(=O)c1ccccc1F)C(C3)C2,random
Fc1cccc(C2(c3nnc4n3CCCCCC4)CCC2)c1,random
CCC(=O)CCCCCC(NC(=O)C1CC12CCN(CC)CC2)c1ncc(-c2cc3ccncc3nc2OC)o1,active
O=C(C=Cc1ccc(CNCc2ccc3ccccc3n2)cc1)NO,active
CC(C)C1NC(=O)C2(C)CSC(=N2)c2cccc(n2)CNC(=O)CC(C=CCCS)OC1=O,active
NC(=O)c1ccc2c(c1)CCCN2Cc1ccc(C(=O)NO)cc1,active
Cc1cc(C)cc(Oc2cccc(-c3c(C)nnn3C3CCN(C(=N)N)CC3)n2)c1,random
